,Unnamed: 0,Note Name,Frequency,Times,Cents
0,0,rest,0.0,0.0,0
1,1,rest,0.0,0.011609977324263,0
2,2,rest,0.0,0.023219954648526,0
3,3,rest,0.0,0.0348299319727891,0
4,4,rest,0.0,0.0464399092970521,0
5,5,rest,0.0,0.0580498866213151,0
6,6,rest,0.0,0.0696598639455782,0
7,7,rest,0.0,0.0812698412698412,0
8,8,rest,0.0,0.0928798185941043,0
9,9,rest,0.0,0.1044897959183673,0
10,10,rest,0.0,0.1160997732426303,0
11,11,rest,0.0,0.1277097505668934,0
12,12,rest,0.0,0.1393197278911564,0
13,13,rest,0.0,0.1509297052154195,0
14,14,rest,0.0,0.1625396825396825,0
15,15,rest,0.0,0.1741496598639455,0
16,16,rest,0.0,0.1857596371882086,0
17,17,rest,0.0,0.1973696145124716,0
18,18,rest,0.0,0.2089795918367347,0
19,19,rest,0.0,0.2205895691609977,0
20,20,rest,0.0,0.2321995464852607,0
21,21,rest,0.0,0.2438095238095238,0
22,22,rest,0.0,0.2554195011337868,0
23,23,rest,0.0,0.2670294784580498,0
24,24,rest,0.0,0.2786394557823129,0
25,25,rest,0.0,0.2902494331065759,0
26,26,rest,0.0,0.301859410430839,0
27,27,rest,0.0,0.313469387755102,0
28,28,rest,0.0,0.3250793650793651,0
29,29,rest,0.0,0.3366893424036281,0
30,30,rest,0.0,0.3482993197278911,0
31,31,rest,0.0,0.3599092970521542,0
32,32,rest,0.0,0.3715192743764172,0
33,33,rest,0.0,0.3831292517006803,0
34,34,rest,0.0,0.3947392290249433,0
35,35,rest,0.0,0.4063492063492063,0
36,36,rest,0.0,0.4179591836734694,0
37,37,rest,0.0,0.4295691609977324,0
38,38,rest,0.0,0.4411791383219954,0
39,39,rest,0.0,0.4527891156462585,0
40,40,rest,0.0,0.4643990929705215,0
41,41,rest,0.0,0.4760090702947845,0
42,42,rest,0.0,0.4876190476190476,0
43,43,rest,0.0,0.4992290249433107,0
44,44,rest,0.0,0.5108390022675737,0
45,45,rest,0.0,0.5224489795918368,0
46,46,rest,0.0,0.5340589569160997,0
47,47,rest,0.0,0.5456689342403628,0
48,48,rest,0.0,0.5572789115646258,0
49,49,rest,0.0,0.5688888888888889,0
50,50,rest,0.0,0.5804988662131519,0
51,51,rest,0.0,0.592108843537415,0
52,52,rest,0.0,0.603718820861678,0
53,53,rest,0.0,0.615328798185941,0
54,54,rest,0.0,0.626938775510204,0
55,55,rest,0.0,0.6385487528344671,0
56,56,rest,0.0,0.6501587301587302,0
57,57,rest,0.0,0.6617687074829932,0
58,58,rest,0.0,0.6733786848072563,0
59,59,rest,0.0,0.6849886621315193,0
60,60,rest,0.0,0.6965986394557823,0
61,61,rest,0.0,0.7082086167800453,0
62,62,rest,0.0,0.7198185941043084,0
63,63,rest,0.0,0.7314285714285714,0
64,64,rest,0.0,0.7430385487528345,0
65,65,rest,0.0,0.7546485260770975,0
66,66,rest,0.0,0.7662585034013606,0
67,67,rest,0.0,0.7778684807256235,0
68,68,rest,0.0,0.7894784580498866,0
69,69,rest,0.0,0.8010884353741496,0
70,70,rest,0.0,0.8126984126984127,0
71,71,rest,0.0,0.8243083900226758,0
72,72,rest,0.0,0.8359183673469388,0
73,73,rest,0.0,0.8475283446712019,0
74,74,rest,0.0,0.8591383219954648,0
75,75,rest,0.0,0.8707482993197279,0
76,76,rest,0.0,0.8823582766439909,0
77,77,rest,0.0,0.893968253968254,0
78,78,rest,0.0,0.905578231292517,0
79,79,rest,0.0,0.91718820861678,0
80,80,rest,0.0,0.9287981859410432,0
81,81,rest,0.0,0.940408163265306,0
82,82,rest,0.0,0.9520181405895692,0
83,83,rest,0.0,0.9636281179138322,0
84,84,rest,0.0,0.9752380952380952,0
85,85,rest,0.0,0.9868480725623584,0
86,86,rest,0.0,0.9984580498866212,0
87,87,rest,0.0,1.0100680272108844,0
88,88,rest,0.0,1.0216780045351477,0
89,89,rest,0.0,1.0332879818594105,0
90,90,rest,0.0,1.0448979591836736,0
91,91,rest,0.0,1.0565079365079366,0
92,92,rest,0.0,1.0681179138321997,0
93,93,rest,0.0,1.0797278911564625,0
94,94,rest,0.0,1.0913378684807256,0
95,95,rest,0.0,1.1029478458049886,0
96,96,rest,0.0,1.1145578231292517,0
97,97,rest,0.0,1.1261678004535147,0
98,98,rest,0.0,1.1377777777777778,0
99,99,rest,0.0,1.1493877551020408,0
100,100,rest,0.0,1.160997732426304,0
101,101,rest,0.0,1.172607709750567,0
102,102,rest,0.0,1.18421768707483,0
103,103,rest,0.0,1.195827664399093,0
104,104,rest,0.0,1.207437641723356,0
105,105,rest,0.0,1.2190476190476192,0
106,106,rest,0.0,1.230657596371882,0
107,107,rest,0.0,1.242267573696145,0
108,108,rest,0.0,1.253877551020408,0
109,109,rest,0.0,1.2654875283446712,0
110,110,rest,0.0,1.2770975056689342,0
111,111,rest,0.0,1.2887074829931973,0
112,112,rest,0.0,1.3003174603174603,0
113,113,rest,0.0,1.3119274376417234,0
114,114,rest,0.0,1.3235374149659864,0
115,115,rest,0.0,1.3351473922902497,0
116,116,rest,0.0,1.3467573696145123,0
117,117,rest,0.0,1.3583673469387756,0
118,118,rest,0.0,1.3699773242630386,0
119,119,rest,0.0,1.3815873015873017,0
120,120,rest,0.0,1.3931972789115643,0
121,121,rest,0.0,1.4048072562358276,0
122,122,rest,0.0,1.4164172335600906,0
123,123,rest,0.0,1.4280272108843537,0
124,124,rest,0.0,1.4396371882086167,0
125,125,rest,0.0,1.4512471655328798,0
126,126,C4,257.130994683474,1.4628571428571429,-30
127,127,C4,257.130994683474,1.474467120181406,-30
128,128,C4,257.130994683474,1.486077097505669,-30
129,129,C4,257.130994683474,1.497687074829932,-30
130,130,C4,257.130994683474,1.509297052154195,-30
131,131,C4,257.130994683474,1.520907029478458,-30
132,132,C4,257.130994683474,1.5325170068027212,-30
133,133,C4,257.130994683474,1.5441269841269842,-30
134,134,C4,257.130994683474,1.555736961451247,-30
135,135,C4,257.130994683474,1.56734693877551,-30
136,136,C4,257.130994683474,1.5789569160997732,-30
137,137,C4,257.130994683474,1.5905668934240362,-30
138,138,C4,258.620539382394,1.6021768707482993,-20
139,139,C4,258.620539382394,1.6137868480725623,-20
140,140,C4,258.620539382394,1.6253968253968254,-20
141,141,C4,258.620539382394,1.6370068027210884,-20
142,142,C4,257.130994683474,1.6486167800453515,-30
143,143,C4,257.130994683474,1.6602267573696146,-30
144,144,C4,257.130994683474,1.6718367346938776,-30
145,145,C4,257.130994683474,1.683446712018141,-30
146,146,C4,257.130994683474,1.6950566893424035,-30
147,147,C4,257.130994683474,1.7066666666666668,-30
148,148,C4,257.130994683474,1.7182766439909296,-30
149,149,C4,257.130994683474,1.7298866213151929,-30
150,150,C4,257.130994683474,1.7414965986394555,-30
151,151,C4,257.130994683474,1.7531065759637188,-30
